# BEGIN PHI DATASET
#BLOCK HEADER time:0
#x	y	phi	id	pressure

9.35	0.25	-0.394089	0	0
9.45	0.25	-0.400884	0	0
9.55	0.25	-0.407761	0	0
9.65	0.25	-0.414718	0	0
9.75	0.25	-0.353553	0	0
9.85	0.25	-0.291547	0	0
9.95	0.25	-0.254951	0	0
0.05	0.35	-0.353553	0	0
0.15	0.35	-0.380789	0	0
0.25	0.35	-0.414718	0	0
0.35	0.35	-0.407609	0	0
0.45	0.35	-0.400577	0	0
0.55	0.35	-0.393623	0	0
0.65	0.35	-0.38675	0	0
0.75	0.35	-0.37996	0	0
0.85	0.35	-0.373258	0	0
0.95	0.35	-0.366644	0	0
1.05	0.35	-0.360123	0	0
1.15	0.35	-0.353697	0	0
1.25	0.35	-0.347369	0	0
1.35	0.35	-0.341143	0	0
1.45	0.35	-0.335021	0	0
1.55	0.35	-0.329008	0	0
1.65	0.35	-0.323106	0	0
1.75	0.35	-0.317318	0	0
1.85	0.35	-0.311649	0	0
1.95	0.35	-0.306103	0	0
2.05	0.35	-0.300681	0	0
2.15	0.35	-0.29539	0	0
2.25	0.35	-0.290231	0	0
2.35	0.35	-0.28521	0	0
2.45	0.35	-0.28033	0	0
2.55	0.35	-0.275595	0	0
2.65	0.35	-0.271009	0	0
2.75	0.35	-0.266575	0	0
2.85	0.35	-0.262299	0	0
2.95	0.35	-0.258183	0	0
3.05	0.35	-0.254232	0	0
3.15	0.35	-0.25045	0	0
3.25	0.35	-0.24684	0	0
3.35	0.35	-0.243407	0	0
3.45	0.35	-0.240153	0	0
3.55	0.35	-0.237083	0	0
3.65	0.35	-0.2342	0	0
3.75	0.35	-0.231508	0	0
3.85	0.35	-0.229009	0	0
3.95	0.35	-0.226707	0	0
4.05	0.35	-0.224605	0	0
4.15	0.35	-0.222705	0	0
4.25	0.35	-0.22101	0	0
4.35	0.35	-0.219521	0	0
4.45	0.35	-0.218241	0	0
4.55	0.35	-0.217172	0	0
4.65	0.35	-0.216315	0	0
4.75	0.35	-0.215672	0	0
4.85	0.35	-0.215242	0	0
4.95	0.35	-0.215027	0	0
5.05	0.35	-0.215027	0	0
5.15	0.35	-0.215242	0	0
5.25	0.35	-0.215672	0	0
5.35	0.35	-0.216315	0	0
5.45	0.35	-0.217172	0	0
5.55	0.35	-0.218241	0	0
5.65	0.35	-0.219521	0	0
5.75	0.35	-0.22101	0	0
5.85	0.35	-0.222705	0	0
5.95	0.35	-0.224605	0	0
6.05	0.35	-0.226707	0	0
6.15	0.35	-0.229009	0	0
6.25	0.35	-0.231508	0	0
6.35	0.35	-0.2342	0	0
6.45	0.35	-0.237083	0	0
6.55	0.35	-0.240153	0	0
6.65	0.35	-0.243407	0	0
6.75	0.35	-0.24684	0	0
6.85	0.35	-0.25045	0	0
6.95	0.35	-0.254232	0	0
7.05	0.35	-0.258183	0	0
7.15	0.35	-0.262299	0	0
7.25	0.35	-0.266575	0	0
7.35	0.35	-0.271009	0	0
7.45	0.35	-0.275595	0	0
7.55	0.35	-0.28033	0	0
7.65	0.35	-0.28521	0	0
7.75	0.35	-0.290231	0	0
7.85	0.35	-0.29539	0	0
7.95	0.35	-0.300681	0	0
8.05	0.35	-0.306103	0	0
8.15	0.35	-0.311649	0	0
8.25	0.35	-0.317318	0	0
8.35	0.35	-0.323106	0	0
8.45	0.35	-0.329008	0	0
8.55	0.35	-0.335021	0	0
8.65	0.35	-0.341143	0	0
8.75	0.35	-0.347369	0	0
8.85	0.35	-0.353697	0	0
8.95	0.35	-0.360123	0	0
9.05	0.35	-0.366644	0	0
9.15	0.35	-0.373258	0	0
9.25	0.35	-0.37996	0	0
9.35	0.35	-0.38675	0	0
9.45	0.35	-0.393623	0	0
9.55	0.35	-0.400577	0	0
9.65	0.35	-0.407609	0	0
9.75	0.35	-0.414718	0	0
9.85	0.35	-0.380789	0	0
9.95	0.35	-0.353553	0	0
0.05	0.45	-0.422347	0	0
0.15	0.45	-0.415019	0	0
0.25	0.45	-0.407761	0	0
0.35	0.45	-0.400577	0	0
0.45	0.45	-0.393467	0	0
0.55	0.45	-0.386435	0	0
0.65	0.45	-0.379484	0	0
0.75	0.45	-0.372615	0	0
0.85	0.45	-0.365833	0	0
0.95	0.45	-0.359139	0	0
1.05	0.45	-0.352536	0	0
1.15	0.45	-0.346029	0	0
1.25	0.45	-0.339619	0	0
1.35	0.45	-0.33331	0	0
1.45	0.45	-0.327105	0	0
1.55	0.45	-0.321008	0	0
1.65	0.45	-0.315022	0	0
1.75	0.45	-0.309151	0	0
1.85	0.45	-0.303399	0	0
1.95	0.45	-0.297768	0	0
2.05	0.45	-0.292264	0	0
2.15	0.45	-0.286889	0	0
2.25	0.45	-0.281648	0	0
2.35	0.45	-0.276545	0	0
2.45	0.45	-0.271584	0	0
2.55	0.45	-0.266769	0	0
2.65	0.45	-0.262103	0	0
2.75	0.45	-0.257592	0	0
2.85	0.45	-0.25324	0	0
2.95	0.45	-0.249049	0	0
3.05	0.45	-0.245025	0	0
3.15	0.45	-0.241172	0	0
3.25	0.45	-0.237494	0	0
3.35	0.45	-0.233994	0	0
3.45	0.45	-0.230677	0	0
3.55	0.45	-0.227546	0	0
3.65	0.45	-0.224605	0	0
3.75	0.45	-0.221858	0	0
3.85	0.45	-0.219308	0	0
3.95	0.45	-0.216958	0	0
4.05	0.45	-0.214812	0	0
4.15	0.45	-0.212871	0	0
4.25	0.45	-0.21114	0	0
4.35	0.45	-0.209619	0	0
4.45	0.45	-0.208312	0	0
4.55	0.45	-0.20722	0	0
4.65	0.45	-0.206344	0	0
4.75	0.45	-0.205686	0	0
4.85	0.45	-0.205247	0	0
4.95	0.45	-0.205027	0	0
5.05	0.45	-0.205027	0	0
5.15	0.45	-0.205247	0	0
5.25	0.45	-0.205686	0	0
5.35	0.45	-0.206344	0	0
5.45	0.45	-0.20722	0	0
5.55	0.45	-0.208312	0	0
5.65	0.45	-0.209619	0	0
5.75	0.45	-0.21114	0	0
5.85	0.45	-0.212871	0	0
5.95	0.45	-0.214812	0	0
6.05	0.45	-0.216958	0	0
6.15	0.45	-0.219308	0	0
6.25	0.45	-0.221858	0	0
6.35	0.45	-0.224605	0	0
6.45	0.45	-0.227546	0	0
6.55	0.45	-0.230677	0	0
6.65	0.45	-0.233994	0	0
6.75	0.45	-0.237494	0	0
6.85	0.45	-0.241172	0	0
6.95	0.45	-0.245025	0	0
7.05	0.45	-0.249049	0	0
7.15	0.45	-0.253239	0	0
7.25	0.45	-0.257592	0	0
7.35	0.45	-0.262103	0	0
7.45	0.45	-0.266769	0	0
7.55	0.45	-0.271584	0	0
7.65	0.45	-0.276545	0	0
7.75	0.45	-0.281648	0	0
7.85	0.45	-0.286889	0	0
7.95	0.45	-0.292264	0	0
8.05	0.45	-0.297768	0	0
8.15	0.45	-0.303399	0	0
8.25	0.45	-0.309151	0	0
8.35	0.45	-0.315022	0	0
8.45	0.45	-0.321008	0	0
8.55	0.45	-0.327105	0	0
8.65	0.45	-0.33331	0	0
8.75	0.45	-0.339619	0	0
8.85	0.45	-0.346029	0	0
8.95	0.45	-0.352536	0	0
9.05	0.45	-0.359139	0	0
9.15	0.45	-0.365833	0	0
9.25	0.45	-0.372615	0	0
9.35	0.45	-0.379484	0	0
9.45	0.45	-0.386435	0	0
9.55	0.45	-0.393467	0	0
9.65	0.45	-0.400577	0	0
9.75	0.45	-0.407761	0	0
9.85	0.45	-0.415019	0	0
9.95	0.45	-0.422347	0	0
0.05	0.55	-0.41562	0	0
0.15	0.55	-0.408217	0	0
0.25	0.55	-0.400884	0	0
0.35	0.55	-0.393623	0	0
0.45	0.55	-0.386435	0	0
0.55	0.55	-0.379325	0	0
0.65	0.55	-0.372294	0	0
0.75	0.55	-0.365345	0	0
0.85	0.55	-0.358482	0	0
0.95	0.55	-0.351706	0	0
1.05	0.55	-0.345021	0	0
1.15	0.55	-0.33843	0	0
1.25	0.55	-0.331936	0	0
1.35	0.55	-0.325543	0	0
1.45	0.55	-0.319254	0	0
1.55	0.55	-0.313072	0	0
1.65	0.55	-0.307001	0	0
1.75	0.55	-0.301044	0	0
1.85	0.55	-0.295206	0	0
1.95	0.55	-0.28949	0	0
2.05	0.55	-0.283901	0	0
2.15	0.55	-0.278441	0	0
2.25	0.55	-0.273116	0	0
2.35	0.55	-0.267929	0	0
2.45	0.55	-0.262884	0	0
2.55	0.55	-0.257986	0	0
2.65	0.55	-0.25324	0	0
2.75	0.55	-0.248648	0	0
2.85	0.55	-0.244217	0	0
2.95	0.55	-0.239949	0	0
3.05	0.55	-0.23585	0	0
3.15	0.55	-0.231923	0	0
3.25	0.55	-0.228174	0	0
3.35	0.55	-0.224605	0	0
3.45	0.55	-0.221222	0	0
3.55	0.55	-0.218028	0	0
3.65	0.55	-0.215027	0	0
3.75	0.55	-0.212223	0	0
3.85	0.55	-0.209619	0	0
3.95	0.55	-0.20722	0	0
4.05	0.55	-0.205027	0	0
4.15	0.55	-0.203045	0	0
4.25	0.55	-0.201276	0	0
4.35	0.55	-0.199722	0	0
4.45	0.55	-0.198386	0	0
4.55	0.55	-0.197269	0	0
4.65	0.55	-0.196374	0	0
4.75	0.55	-0.195702	0	0
4.85	0.55	-0.195253	0	0
4.95	0.55	-0.195028	0	0
5.05	0.55	-0.195028	0	0
5.15	0.55	-0.195253	0	0
5.25	0.55	-0.195702	0	0
5.35	0.55	-0.196374	0	0
5.45	0.55	-0.197269	0	0
5.55	0.55	-0.198386	0	0
5.65	0.55	-0.199722	0	0
5.75	0.55	-0.201276	0	0
5.85	0.55	-0.203045	0	0
5.95	0.55	-0.205027	0	0
6.05	0.55	-0.20722	0	0
6.15	0.55	-0.209619	0	0
6.25	0.55	-0.212223	0	0
6.35	0.55	-0.215027	0	0
6.45	0.55	-0.218028	0	0
6.55	0.55	-0.221222	0	0
6.65	0.55	-0.224605	0	0
6.75	0.55	-0.228174	0	0
6.85	0.55	-0.231923	0	0
6.95	0.55	-0.23585	0	0
7.05	0.55	-0.239949	0	0
7.15	0.55	-0.244217	0	0
7.25	0.55	-0.248648	0	0
7.35	0.55	-0.25324	0	0
7.45	0.55	-0.257986	0	0
7.55	0.55	-0.262884	0	0
7.65	0.55	-0.267929	0	0
7.75	0.55	-0.273116	0	0
7.85	0.55	-0.278441	0	0
7.95	0.55	-0.283901	0	0
8.05	0.55	-0.28949	0	0
8.15	0.55	-0.295206	0	0
8.25	0.55	-0.301044	0	0
8.35	0.55	-0.307001	0	0
8.45	0.55	-0.313072	0	0
8.55	0.55	-0.319254	0	0
8.65	0.55	-0.325543	0	0
8.75	0.55	-0.331936	0	0
8.85	0.55	-0.33843	0	0
8.95	0.55	-0.345021	0	0
9.05	0.55	-0.351706	0	0
9.15	0.55	-0.358482	0	0
9.25	0.55	-0.365345	0	0
9.35	0.55	-0.372294	0	0
9.45	0.55	-0.379325	0	0
9.55	0.55	-0.386435	0	0
9.65	0.55	-0.393623	0	0
9.75	0.55	-0.400884	0	0
9.85	0.55	-0.408217	0	0
9.95	0.55	-0.41562	0	0
0.05	0.65	-0.408976	0	0
0.15	0.65	-0.401498	0	0
0.25	0.65	-0.394089	0	0
0.35	0.65	-0.38675	0	0
0.45	0.65	-0.379484	0	0
0.55	0.65	-0.372294	0	0
0.65	0.65	-0.365183	0	0
0.75	0.65	-0.358153	0	0
0.85	0.65	-0.351207	0	0
0.95	0.65	-0.344348	0	0
1.05	0.65	-0.33758	0	0
1.15	0.65	-0.330904	0	0
1.25	0.65	-0.324326	0	0
1.35	0.65	-0.317847	0	0
1.45	0.65	-0.311471	0	0
1.55	0.65	-0.305203	0	0
1.65	0.65	-0.299045	0	0
1.75	0.65	-0.293001	0	0
1.85	0.65	-0.287075	0	0
1.95	0.65	-0.281272	0	0
2.05	0.65	-0.275595	0	0
2.15	0.65	-0.270048	0	0
2.25	0.65	-0.264636	0	0
2.35	0.65	-0.259362	0	0
2.45	0.65	-0.254232	0	0
2.55	0.65	-0.249249	0	0
2.65	0.65	-0.244419	0	0
2.75	0.65	-0.239745	0	0
2.85	0.65	-0.235232	0	0
2.95	0.65	-0.230885	0	0
3.05	0.65	-0.226707	0	0
3.15	0.65	-0.222705	0	0
3.25	0.65	-0.218882	0	0
3.35	0.65	-0.215242	0	0
3.45	0.65	-0.21179	0	0
3.55	0.65	-0.20853	0	0
3.65	0.65	-0.205467	0	0
3.75	0.65	-0.202604	0	0
3.85	0.65	-0.199944	0	0
3.95	0.65	-0.197493	0	0
4.05	0.65	-0.195253	0	0
4.15	0.65	-0.193227	0	0
4.25	0.65	-0.191418	0	0
4.35	0.65	-0.18983	0	0
4.45	0.65	-0.188463	0	0
4.55	0.65	-0.187321	0	0
4.65	0.65	-0.186406	0	0
4.75	0.65	-0.185718	0	0
4.85	0.65	-0.185259	0	0
4.95	0.65	-0.185029	0	0
5.05	0.65	-0.185029	0	0
5.15	0.65	-0.185259	0	0
5.25	0.65	-0.185718	0	0
5.35	0.65	-0.186406	0	0
5.45	0.65	-0.187321	0	0
5.55	0.65	-0.188463	0	0
5.65	0.65	-0.18983	0	0
5.75	0.65	-0.191418	0	0
5.85	0.65	-0.193227	0	0
5.95	0.65	-0.195253	0	0
6.05	0.65	-0.197493	0	0
6.15	0.65	-0.199944	0	0
6.25	0.65	-0.202604	0	0
6.35	0.65	-0.205467	0	0
6.45	0.65	-0.20853	0	0
6.55	0.65	-0.21179	0	0
6.65	0.65	-0.215242	0	0
6.75	0.65	-0.218882	0	0
6.85	0.65	-0.222705	0	0
6.95	0.65	-0.226707	0	0
7.05	0.65	-0.230885	0	0
7.15	0.65	-0.235232	0	0
7.25	0.65	-0.239745	0	0
7.35	0.65	-0.244419	0	0
7.45	0.65	-0.249249	0	0
7.55	0.65	-0.254232	0	0
7.65	0.65	-0.259362	0	0
7.75	0.65	-0.264636	0	0
7.85	0.65	-0.270048	0	0
7.95	0.65	-0.275595	0	0
8.05	0.65	-0.281272	0	0
8.15	0.65	-0.287075	0	0
8.25	0.65	-0.293001	0	0
8.35	0.65	-0.299045	0	0
8.45	0.65	-0.305203	0	0
8.55	0.65	-0.311471	0	0
8.65	0.65	-0.317847	0	0
8.75	0.65	-0.324326	0	0
8.85	0.65	-0.330904	0	0
8.95	0.65	-0.33758	0	0
9.05	0.65	-0.344348	0	0
9.15	0.65	-0.351207	0	0
9.25	0.65	-0.358153	0	0
9.35	0.65	-0.365183	0	0
9.45	0.65	-0.372294	0	0
9.55	0.65	-0.379484	0	0
9.65	0.65	-0.38675	0	0
9.75	0.65	-0.394089	0	0
9.85	0.65	-0.401498	0	0
9.95	0.65	-0.408976	0	0
0.05	0.75	-0.402419	0	0
0.15	0.75	-0.394864	0	0
0.25	0.75	-0.387377	0	0
0.35	0.75	-0.37996	0	0
0.45	0.75	-0.372615	0	0
0.55	0.75	-0.365345	0	0
0.65	0.75	-0.358153	0	0
0.75	0.75	-0.351041	0	0
0.85	0.75	-0.344012	0	0
0.95	0.75	-0.337069	0	0
1.05	0.75	-0.330216	0	0
1.15	0.75	-0.323454	0	0
1.25	0.75	-0.316789	0	0
1.35	0.75	-0.310223	0	0
1.45	0.75	-0.30376	0	0
1.55	0.75	-0.297403	0	0
1.65	0.75	-0.291156	0	0
1.75	0.75	-0.285023	0	0
1.85	0.75	-0.279009	0	0
1.95	0.75	-0.273116	0	0
2.05	0.75	-0.267349	0	0
2.15	0.75	-0.261713	0	0
2.25	0.75	-0.256211	0	0
2.35	0.75	-0.250849	0	0
2.45	0.75	-0.245631	0	0
2.55	0.75	-0.240561	0	0
2.65	0.75	-0.235644	0	0
2.75	0.75	-0.230885	0	0
2.85	0.75	-0.226288	0	0
2.95	0.75	-0.221858	0	0
3.05	0.75	-0.2176	0	0
3.15	0.75	-0.213519	0	0
3.25	0.75	-0.209619	0	0
3.35	0.75	-0.205906	0	0
3.45	0.75	-0.202383	0	0
3.55	0.75	-0.199055	0	0
3.65	0.75	-0.195926	0	0
3.75	0.75	-0.193001	0	0
3.85	0.75	-0.190284	0	0
3.95	0.75	-0.187778	0	0
4.05	0.75	-0.185488	0	0
4.15	0.75	-0.183417	0	0
4.25	0.75	-0.181567	0	0
4.35	0.75	-0.179942	0	0
4.45	0.75	-0.178544	0	0
4.55	0.75	-0.177376	0	0
4.65	0.75	-0.176439	0	0
4.75	0.75	-0.175735	0	0
4.85	0.75	-0.175265	0	0
4.95	0.75	-0.175029	0	0
5.05	0.75	-0.175029	0	0
5.15	0.75	-0.175265	0	0
5.25	0.75	-0.175735	0	0
5.35	0.75	-0.176439	0	0
5.45	0.75	-0.177376	0	0
5.55	0.75	-0.178544	0	0
5.65	0.75	-0.179942	0	0
5.75	0.75	-0.181567	0	0
5.85	0.75	-0.183417	0	0
5.95	0.75	-0.185488	0	0
6.05	0.75	-0.187778	0	0
6.15	0.75	-0.190284	0	0
6.25	0.75	-0.193001	0	0
6.35	0.75	-0.195926	0	0
6.45	0.75	-0.199055	0	0
6.55	0.75	-0.202383	0	0
6.65	0.75	-0.205906	0	0
6.75	0.75	-0.209619	0	0
6.85	0.75	-0.213519	0	0
6.95	0.75	-0.2176	0	0
