# BEGIN PHI DATASET
#BLOCK HEADER time:0
#x	y	phi	id	pressure

3.75	0.35	-0.45654	0	-177.473
3.85	0.35	-0.479901	0	-177.473
3.95	0.35	-0.486085	0	-177.472
4.05	0.35	-0.389648	0	-177.472
4.15	0.35	-0.461309	0	-177.472
4.25	0.35	-0.447822	0	-177.471
4.35	0.35	-0.514076	0	-177.471
4.45	0.35	-0.387437	0	-177.471
4.55	0.35	-0.374	0	-177.471
4.65	0.35	-0.361949	0	-177.47
4.75	0.35	-0.50003	0	-177.47
4.85	0.35	-0.508159	0	-177.47
4.95	0.35	-0.542675	0	-177.47
5.05	0.35	-0.38699	0	-177.47
5.15	0.35	-0.53563	0	-177.47
5.25	0.35	-0.390253	0	-177.47
5.35	0.35	-0.464811	0	-177.469
5.45	0.35	-0.512523	0	-177.469
5.55	0.35	-0.466508	0	-177.469
5.65	0.35	-0.365443	0	-177.469
5.75	0.35	-0.380806	0	-177.469
5.85	0.35	-0.494131	0	-177.469
5.95	0.35	-0.514491	0	-177.469
6.05	0.35	-0.41686	0	-177.469
6.15	0.35	-0.453468	0	-177.469
6.25	0.35	-0.409895	0	-177.469
6.35	0.35	-0.533906	0	-177.469
6.45	0.35	-0.532192	0	-177.469
6.55	0.35	-0.419243	0	-177.469
6.65	0.35	-0.394097	0	-177.469
6.75	0.35	-0.428106	0	-177.469
6.85	0.35	-0.425277	0	-177.469
6.95	0.35	-0.551833	0	-177.469
7.05	0.35	-0.505061	0	-177.47
7.15	0.35	-0.37668	0	-177.47
7.25	0.35	-0.430026	0	-177.47
7.35	0.35	-0.380717	0	-177.47
7.45	0.35	-0.353553	0	0
0.05	0.45	-0.452769	0	0
0.15	0.45	-0.474215	0	-178.173
0.25	0.45	-0.512549	0	-178.173
0.35	0.45	-0.421095	0	-178.173
0.45	0.45	-0.439739	0	-178.173
0.55	0.45	-0.420171	0	-178.173
0.65	0.45	-0.513524	0	-178.172
0.75	0.45	-0.444529	0	-178.172
0.85	0.45	-0.348392	0	-178.172
0.95	0.45	-0.474991	0	-178.172
1.05	0.45	-0.359124	0	-178.171
1.15	0.45	-0.380779	0	-178.171
1.25	0.45	-0.479854	0	-178.171
1.35	0.45	-0.415026	0	-178.17
1.45	0.45	-0.428102	0	-178.17
1.55	0.45	-0.447822	0	-178.17
1.65	0.45	-0.45115	0	-178.169
1.75	0.45	-0.435438	0	-178.169
1.85	0.45	-0.485468	0	-178.168
1.95	0.45	-0.482571	0	-178.168
2.05	0.45	-0.39511	0	-178.167
2.15	0.45	-0.439018	0	-178.167
2.25	0.45	-0.342788	0	-178.166
2.35	0.45	-0.448592	0	-178.166
2.45	0.45	-0.411385	0	-178.165
2.55	0.45	-0.439666	0	-178.165
2.65	0.45	-0.39493	0	-178.164
2.75	0.45	-0.502476	0	-178.164
2.85	0.45	-0.474422	0	-178.163
2.95	0.45	-0.473179	0	-178.163
3.05	0.45	-0.399841	0	-178.162
3.15	0.45	-0.517878	0	-178.162
3.25	0.45	-0.427874	0	-178.161
3.35	0.45	-0.452701	0	-178.161
3.45	0.45	-0.402198	0	-178.16
3.55	0.45	-0.458459	0	-178.16
3.65	0.45	-0.426507	0	-178.159
3.75	0.45	-0.362404	0	-178.159
3.85	0.45	-0.37894	0	-178.159
3.95	0.45	-0.415765	0	-178.158
4.05	0.45	-0.3442	0	-178.158
4.15	0.45	-0.410381	0	-178.158
4.25	0.45	-0.435179	0	-178.157
4.35	0.45	-0.459512	0	-178.157
4.45	0.45	-0.451411	0	-178.157
4.55	0.45	-0.356407	0	-178.157
4.65	0.45	-0.476172	0	-178.156
4.75	0.45	-0.406464	0	-178.156
4.85	0.45	-0.374867	0	-178.156
4.95	0.45	-0.400868	0	-178.156
5.05	0.45	-0.523277	0	-178.156
5.15	0.45	-0.342505	0	-178.156
5.25	0.45	-0.516524	0	-178.155
5.35	0.45	-0.447621	0	-178.155
5.45	0.45	-0.475926	0	-178.155
5.55	0.45	-0.463833	0	-178.155
5.65	0.45	-0.357867	0	-178.155
5.75	0.45	-0.518772	0	-178.155
5.85	0.45	-0.413322	0	-178.155
5.95	0.45	-0.416204	0	-178.155
6.05	0.45	-0.393551	0	-178.155
6.15	0.45	-0.501353	0	-178.155
6.25	0.45	-0.489246	0	-178.155
6.35	0.45	-0.406576	0	-178.155
6.45	0.45	-0.495515	0	-178.155
6.55	0.45	-0.470859	0	-178.155
6.65	0.45	-0.497315	0	-178.155
6.75	0.45	-0.44795	0	-178.155
6.85	0.45	-0.445238	0	-178.155
6.95	0.45	-0.39841	0	-178.156
7.05	0.45	-0.487375	0	-178.156
7.15	0.45	-0.42669	0	-178.156
7.25	0.45	-0.494532	0	-178.156
7.35	0.45	-0.36869	0	-178.156
7.45	0.45	-0.452769	0	0
0.05	0.55	-0.510792	0	0
0.15	0.55	-0.440064	0	-178.859
0.25	0.55	-0.497739	0	-178.859
0.35	0.55	-0.421796	0	-178.859
0.45	0.55	-0.515677	0	-178.859
0.55	0.55	-0.459251	0	-178.859
0.65	0.55	-0.502427	0	-178.859
0.75	0.55	-0.408108	0	-178.858
0.85	0.55	-0.519066	0	-178.858
0.95	0.55	-0.41309	0	-178.858
1.05	0.55	-0.476791	0	-178.857
1.15	0.55	-0.420242	0	-178.857
1.25	0.55	-0.371281	0	-178.857
1.35	0.55	-0.398174	0	-178.856
1.45	0.55	-0.37963	0	-178.856
1.55	0.55	-0.488651	0	-178.856
1.65	0.55	-0.511615	0	-178.855
1.75	0.55	-0.399364	0	-178.855
1.85	0.55	-0.351274	0	-178.854
1.95	0.55	-0.338634	0	-178.854
2.05	0.55	-0.357283	0	-178.853
2.15	0.55	-0.469538	0	-178.853
2.25	0.55	-0.504583	0	-178.852
2.35	0.55	-0.520237	0	-178.852
2.45	0.55	-0.400651	0	-178.851
2.55	0.55	-0.449652	0	-178.851
2.65	0.55	-0.356929	0	-178.85
2.75	0.55	-0.478691	0	-178.85
2.85	0.55	-0.488999	0	-178.849
2.95	0.55	-0.338205	0	-178.849
3.05	0.55	-0.471572	0	-178.848
3.15	0.55	-0.512772	0	-178.848
3.25	0.55	-0.466068	0	-178.847
3.35	0.55	-0.344259	0	-178.847
3.45	0.55	-0.43477	0	-178.846
3.55	0.55	-0.520553	0	-178.846
3.65	0.55	-0.393848	0	-178.845
3.75	0.55	-0.420516	0	-178.845
3.85	0.55	-0.426349	0	-178.845
3.95	0.55	-0.427407	0	-178.844
4.05	0.55	-0.393106	0	-178.844
4.15	0.55	-0.427174	0	-178.843
4.25	0.55	-0.471883	0	-178.843
4.35	0.55	-0.477971	0	-178.843
4.45	0.55	-0.372553	0	-178.843
4.55	0.55	-0.42625	0	-178.842
4.65	0.55	-0.373089	0	-178.842
4.75	0.55	-0.512421	0	-178.842
4.85	0.55	-0.40682	0	-178.842
4.95	0.55	-0.525256	0	-178.842
5.05	0.55	-0.413843	0	-178.842
5.15	0.55	-0.509545	0	-178.841
5.25	0.55	-0.491991	0	-178.841
5.35	0.55	-0.398533	0	-178.841
5.45	0.55	-0.35699	0	-178.841
5.55	0.55	-0.4876	0	-178.841
5.65	0.55	-0.402759	0	-178.841
5.75	0.55	-0.407774	0	-178.841
5.85	0.55	-0.37061	0	-178.841
5.95	0.55	-0.447063	0	-178.841
6.05	0.55	-0.41048	0	-178.841
6.15	0.55	-0.354869	0	-178.841
6.25	0.55	-0.424258	0	-178.841
6.35	0.55	-0.491368	0	-178.841
6.45	0.55	-0.420846	0	-178.841
6.55	0.55	-0.352404	0	-178.841
6.65	0.55	-0.456602	0	-178.841
6.75	0.55	-0.514267	0	-178.841
6.85	0.55	-0.35521	0	-178.841
6.95	0.55	-0.468109	0	-178.841
7.05	0.55	-0.362664	0	-178.842
7.15	0.55	-0.417096	0	-178.842
7.25	0.55	-0.380227	0	-178.842
7.35	0.55	-0.387916	0	-178.842
7.45	0.55	-0.459244	0	0
0.05	0.65	-0.321382	0	0
0.15	0.65	-0.443401	0	-179.545
0.25	0.65	-0.510811	0	-179.545
0.35	0.65	-0.484075	0	-179.545
0.45	0.65	-0.385085	0	-179.545
0.55	0.65	-0.377459	0	-179.545
0.65	0.65	-0.399198	0	-179.545
0.75	0.65	-0.423152	0	-179.545
0.85	0.65	-0.390901	0	-179.544
0.95	0.65	-0.385902	0	-179.544
1.05	0.65	-0.374473	0	-179.544
1.15	0.65	-0.424269	0	-179.543
1.25	0.65	-0.509857	0	-179.543
1.35	0.65	-0.465271	0	-179.543
1.45	0.65	-0.443083	0	-179.542
1.55	0.65	-0.44092	0	-179.542
1.65	0.65	-0.335992	0	-179.541
1.75	0.65	-0.384072	0	-179.541
1.85	0.65	-0.477586	0	-179.54
1.95	0.65	-0.377211	0	-179.54
2.05	0.65	-0.494715	0	-179.539
2.15	0.65	-0.503094	0	-179.539
2.25	0.65	-0.478152	0	-179.538
2.35	0.65	-0.380392	0	-179.538
2.45	0.65	-0.378246	0	-179.537
2.55	0.65	-0.34511	0	-179.537
2.65	0.65	-0.50045	0	-179.536
2.75	0.65	-0.343981	0	-179.536
2.85	0.65	-0.368758	0	-179.535
2.95	0.65	-0.389779	0	-179.535
3.05	0.65	-0.456004	0	-179.534
3.15	0.65	-0.479424	0	-179.534
3.25	0.65	-0.351988	0	-179.533
3.35	0.65	-0.483436	0	-179.533
3.45	0.65	-0.391612	0	-179.532
3.55	0.65	-0.463479	0	-179.532
3.65	0.65	-0.376274	0	-179.531
3.75	0.65	-0.343573	0	-179.531
3.85	0.65	-0.376476	0	-179.53
3.95	0.65	-0.409412	0	-179.53
4.05	0.65	-0.382702	0	-179.53
4.15	0.65	-0.358561	0	-179.529
4.25	0.65	-0.50707	0	-179.529
4.35	0.65	-0.391618	0	-179.529
4.45	0.65	-0.368964	0	-179.529
4.55	0.65	-0.365524	0	-179.528
4.65	0.65	-0.314618	0	-179.528
4.75	0.65	-0.474035	0	-179.528
4.85	0.65	-0.501547	0	-179.528
4.95	0.65	-0.432627	0	-179.528
5.05	0.65	-0.487967	0	-179.527
5.15	0.65	-0.344263	0	-179.527
5.25	0.65	-0.355272	0	-179.527
5.35	0.65	-0.469781	0	-179.527
5.45	0.65	-0.501222	0	-179.527
5.55	0.65	-0.347941	0	-179.527
5.65	0.65	-0.375045	0	-179.527
5.75	0.65	-0.348634	0	-179.527
5.85	0.65	-0.485638	0	-179.527
5.95	0.65	-0.44228	0	-179.527
6.05	0.65	-0.43455	0	-179.527
6.15	0.65	-0.459197	0	-179.527
6.25	0.65	-0.398277	0	-179.527
6.35	0.65	-0.372549	0	-179.527
6.45	0.65	-0.436741	0	-179.527
6.55	0.65	-0.462532	0	-179.527
6.65	0.65	-0.391695	0	-179.527
6.75	0.65	-0.381497	0	-179.527
6.85	0.65	-0.415999	0	-179.527
6.95	0.65	-0.374192	0	-179.528
7.05	0.65	-0.463704	0	-179.528
7.15	0.65	-0.428858	0	-179.528
7.25	0.65	-0.337365	0	-179.528
7.35	0.65	-0.384962	0	-179.528
7.45	0.65	-0.349941	0	0
0.05	0.75	-0.318761	0	0
0.15	0.75	-0.343483	0	-180.232
0.25	0.75	-0.368713	0	-180.231
0.35	0.75	-0.370295	0	-180.231
0.45	0.75	-0.422505	0	-180.231
0.55	0.75	-0.396214	0	-180.231
0.65	0.75	-0.369777	0	-180.231
0.75	0.75	-0.39422	0	-180.231
0.85	0.75	-0.479629	0	-180.23
0.95	0.75	-0.444754	0	-180.23
1.05	0.75	-0.466161	0	-180.23
1.15	0.75	-0.497373	0	-180.229
1.25	0.75	-0.439733	0	-180.229
1.35	0.75	-0.489711	0	-180.229
1.45	0.75	-0.4364	0	-180.228
1.55	0.75	-0.457481	0	-180.228
1.65	0.75	-0.310256	0	-180.227
1.75	0.75	-0.336535	0	-180.227
1.85	0.75	-0.432882	0	-180.226
1.95	0.75	-0.492609	0	-180.226
2.05	0.75	-0.45238	0	-180.225
2.15	0.75	-0.462011	0	-180.225
2.25	0.75	-0.331771	0	-180.224
2.35	0.75	-0.43372	0	-180.224
2.45	0.75	-0.485354	0	-180.223
2.55	0.75	-0.443683	0	-180.223
2.65	0.75	-0.407369	0	-180.222
2.75	0.75	-0.361993	0	-180.222
2.85	0.75	-0.429949	0	-180.221
2.95	0.75	-0.35991	0	-180.221
3.05	0.75	-0.346165	0	-180.22
3.15	0.75	-0.452785	0	-180.22
3.25	0.75	-0.43028	0	-180.219
3.35	0.75	-0.344887	0	-180.219
3.45	0.75	-0.389971	0	-180.218
3.55	0.75	-0.437653	0	-180.218
3.65	0.75	-0.316042	0	-180.217
3.75	0.75	-0.429048	0	-180.217
3.85	0.75	-0.35505	0	-180.216
3.95	0.75	-0.308716	0	-180.216
4.05	0.75	-0.475063	0	-180.216
4.15	0.75	-0.40282	0	-180.215
4.25	0.75	-0.319493	0	-180.215
4.35	0.75	-0.432681	0	-180.215
4.45	0.75	-0.405939	0	-180.214
4.55	0.75	-0.408286	0	-180.214
4.65	0.75	-0.455842	0	-180.214
4.75	0.75	-0.342973	0	-180.214
4.85	0.75	-0.446518	0	-180.214
4.95	0.75	-0.350579	0	-180.213
5.05	0.75	-0.339008	0	-180.213
5.15	0.75	-0.330181	0	-180.213
5.25	0.75	-0.444315	0	-180.213
5.35	0.75	-0.377657	0	-180.213
5.45	0.75	-0.311172	0	-180.213
5.55	0.75	-0.455008	0	-180.213
5.65	0.75	-0.425793	0	-180.213
5.75	0.75	-0.36904	0	-180.213
5.85	0.75	-0.314796	0	-180.213
5.95	0.75	-0.48052	0	-180.213
6.05	0.75	-0.385361	0	-180.213
6.15	0.75	-0.344182	0	-180.213
6.25	0.75	-0.422223	0	-180.213
6.35	0.75	-0.425195	0	-180.213
6.45	0.75	-0.471029	0	-180.213
6.55	0.75	-0.33738	0	-180.213
6.65	0.75	-0.434259	0	-180.213
6.75	0.75	-0.362306	0	-180.213
6.85	0.75	-0.472047	0	-180.213
6.95	0.75	-0.433172	0	-180.214
7.05	0.75	-0.441328	0	-180.214
7.15	0.75	-0.38367	0	-180.214
7.25	0.75	-0.310088	0	-180.214
7.35	0.75	-0.451488	0	-180.214
7.45	0.75	-0.316599	0	0
0.05	0.85	-0.475959	0	0
0.15	0.85	-0.439371	0	-180.918
0.25	0.85	-0.437063	0	-180.918
0.35	0.85	-0.42774	0	-180.918
0.45	0.85	-0.291874	0	-180.918
0.55	0.85	-0.331447	0	-180.917
0.65	0.85	-0.338892	0	-180.917
0.75	0.85	-0.455376	0	-180.917
0.85	0.85	-0.3666	0	-180.917
0.95	0.85	-0.44103	0	-180.916
1.05	0.85	-0.294954	0	-180.916
1.15	0.85	-0.344729	0	-180.916
1.25	0.85	-0.434589	0	-180.915
1.35	0.85	-0.339312	0	-180.915
1.45	0.85	-0.449666	0	-180.914
1.55	0.85	-0.483775	0	-180.914
1.65	0.85	-0.388613	0	-180.913
1.75	0.85	-0.402727	0	-180.913
1.85	0.85	-0.363331	0	-180.912
1.95	0.85	-0.404089	0	-180.912
2.05	0.85	-0.434172	0	-180.911
2.15	0.85	-0.350194	0	-180.911
2.25	0.85	-0.483242	0	-180.91
2.35	0.85	-0.326522	0	-180.91
2.45	0.85	-0.435504	0	-180.909
2.55	0.85	-0.442349	0	-180.909
2.65	0.85	-0.351197	0	-180.908
2.75	0.85	-0.33881	0	-180.908
2.85	0.85	-0.36488	0	-180.907
2.95	0.85	-0.293103	0	-180.907
3.05	0.85	-0.368778	0	-180.906
3.15	0.85	-0.427998	0	-180.905
3.25	0.85	-0.360717	0	-180.905
3.35	0.85	-0.370594	0	-180.904
3.45	0.85	-0.420047	0	-180.904
3.55	0.85	-0.344111	0	-180.903
3.65	0.85	-0.394415	0	-180.903
3.75	0.85	-0.408216	0	-180.903
3.85	0.85	-0.30092	0	-180.902
3.95	0.85	-0.372585	0	-180.902
4.05	0.85	-0.293267	0	-180.901
4.15	0.85	-0.345133	0	-180.901
4.25	0.85	-0.346927	0	-180.901
4.35	0.85	-0.335117	0	-180.9
4.45	0.85	-0.420655	0	-180.9
4.55	0.85	-0.319482	0	-180.9
4.65	0.85	-0.33292	0	-180.9
4.75	0.85	-0.462539	0	-180.9
4.85	0.85	-0.481901	0	-180.899
4.95	0.85	-0.368398	0	-180.899
5.05	0.85	-0.30321	0	-180.899
5.15	0.85	-0.42019	0	-180.899
5.25	0.85	-0.467897	0	-180.899
5.35	0.85	-0.469613	0	-180.899
5.45	0.85	-0.319606	0	-180.899
5.55	0.85	-0.364804	0	-180.899
5.65	0.85	-0.311385	0	-180.899
5.75	0.85	-0.41335	0	-180.899
5.85	0.85	-0.415683	0	-180.899
5.95	0.85	-0.424679	0	-180.899
6.05	0.85	-0.367997	0	-180.899
6.15	0.85	-0.354172	0	-180.899
6.25	0.85	-0.446984	0	-180.899
6.35	0.85	-0.413249	0	-180.899
6.45	0.85	-0.445239	0	-180.899
6.55	0.85	-0.39694	0	-180.899
6.65	0.85	-0.299145	0	-180.899
6.75	0.85	-0.364915	0	-180.899
6.85	0.85	-0.334455	0	-180.9
6.95	0.85	-0.334348	0	-180.9
7.05	0.85	-0.476296	0	-180.9
7.15	0.85	-0.372861	0	-180.9
7.25	0.85	-0.325762	0	-180.9
